timestamp,renewable_biomass,renewable_hydro,renewable_solar,renewable_wind,renewable_geothermal,renewable_otherrenewable,renewable,nonrenewable_coal,nonrenewable_gas,nonrenewable_nuclear,nonrenewable_oil,nonrenewable,hydropumpedstorage,unknown,region_id,country_id
2022-05-06 00:00:00,0.086585,0.15239,0.003554,0.18641,0.0,0.000725,0.429664,0.005952,0.371525,0.039629,0.001267,0.418373,0.149442,0.002519,continental,pt
2022-05-06 01:00:00,0.091498,0.126764,0.004955,0.195235,0.0,0.001015,0.419467,0.008185,0.395068,0.055991,0.001781,0.461025,0.116894,0.002615,continental,pt
2022-05-06 02:00:00,0.090725,0.142989,0.003634,0.171766,0.0,0.000889,0.410003,0.006964,0.392222,0.048566,0.001449,0.449201,0.137924,0.002872,continental,pt
2022-05-06 03:00:00,0.083298,0.217085,0.0,0.11078,0.0,0.0,0.411163,0.0,0.347678,0.0,0.0,0.347678,0.238389,0.002769,continental,pt
2022-05-06 04:00:00,0.077533,0.239341,0.0,0.099941,0.0,0.0,0.416815,0.0,0.325402,0.0,0.0,0.325402,0.255205,0.002578,continental,pt
2022-05-06 05:00:00,0.068198,0.285238,0.001227,0.095898,0.0,0.0,0.450561,0.0,0.289446,0.0,0.0,0.289446,0.257889,0.002104,continental,pt
2022-05-06 06:00:00,0.066735,0.31251,0.023554,0.096262,0.0,0.0,0.499061,0.0,0.283325,0.0,0.0,0.283325,0.215566,0.002048,continental,pt
2022-05-06 07:00:00,0.067735,0.265496,0.103544,0.099527,0.0,0.000335,0.536637,0.002618,0.28313,0.018664,0.000568,0.30498,0.15623,0.002153,continental,pt
2022-05-06 08:00:00,0.070892,0.159239,0.246299,0.124467,0.0,0.001162,0.602059,0.008734,0.296035,0.060857,0.001783,0.367409,0.02854,0.001993,continental,pt
2022-05-06 09:00:00,0.072303,0.085537,0.327868,0.120938,0.0,0.001511,0.608157,0.010995,0.298548,0.0765,0.002355,0.388398,0.001422,0.002021,continental,pt
2022-05-06 10:00:00,0.069729,0.082063,0.357864,0.11336,0.0,0.001605,0.624621,0.011338,0.279189,0.080523,0.002254,0.373304,0.00015,0.001924,continental,pt
2022-05-06 11:00:00,0.071383,0.060835,0.373518,0.109749,0.0,0.001628,0.617113,0.010328,0.278498,0.081,0.002455,0.372281,0.008669,0.001938,continental,pt
2022-05-06 12:00:00,0.070884,0.050106,0.377128,0.12837,0.0,0.001705,0.628193,0.008738,0.266252,0.085509,0.002636,0.363135,0.00678,0.001893,continental,pt
2022-05-06 13:00:00,0.070203,0.049408,0.383066,0.160165,0.0,0.001824,0.664666,0.007931,0.220759,0.093799,0.00286,0.325349,0.008107,0.001877,continental,pt
2022-05-06 14:00:00,0.06824,0.048046,0.36657,0.176675,0.0,0.001839,0.66137,0.008016,0.222444,0.095332,0.002861,0.328653,0.008087,0.00189,continental,pt
2022-05-06 15:00:00,0.069362,0.046381,0.337951,0.207828,0.0,0.001958,0.66348,0.009986,0.216902,0.098943,0.002937,0.328768,0.005897,0.001857,continental,pt
2022-05-06 16:00:00,0.072559,0.057357,0.285139,0.233995,0.0,0.001907,0.650957,0.011297,0.228108,0.098018,0.002925,0.340348,0.006756,0.001939,continental,pt
2022-05-06 17:00:00,0.076089,0.111779,0.157129,0.226074,0.0,0.001516,0.572587,0.009574,0.309011,0.076019,0.002343,0.396947,0.028375,0.00209,continental,pt
2022-05-06 18:00:00,0.067125,0.279143,0.026873,0.131526,0.0,0.000446,0.505113,0.00293,0.307441,0.022007,0.000653,0.333031,0.159869,0.001988,continental,pt
2022-05-06 19:00:00,0.062897,0.329892,0.001271,0.097681,0.0,0.0,0.491741,0.0,0.28669,0.0,0.0,0.28669,0.219504,0.002065,continental,pt
2022-05-06 20:00:00,0.059567,0.346721,0.0,0.106197,0.0,0.0,0.512485,0.0,0.274218,0.0,0.0,0.274218,0.211342,0.001955,continental,pt
2022-05-06 21:00:00,0.070647,0.295073,0.00231,0.162149,0.0,0.00049,0.530669,0.003313,0.304259,0.023975,0.000738,0.332285,0.134979,0.002067,continental,pt
2022-05-06 22:00:00,0.079774,0.206258,0.00442,0.204448,0.0,0.000927,0.495827,0.006703,0.344645,0.046502,0.001364,0.399214,0.102693,0.002266,continental,pt
2022-05-06 23:00:00,0.089702,0.16256,0.00649,0.263623,0.0,0.001359,0.523734,0.009389,0.379692,0.068749,0.001982,0.459812,0.01397,0.002487,continental,pt
