timestamp,renewable_biomass,renewable_hydro,renewable_solar,renewable_wind,renewable_geothermal,renewable_otherrenewable,renewable,nonrenewable_coal,nonrenewable_gas,nonrenewable_nuclear,nonrenewable_oil,nonrenewable,hydropumpedstorage,unknown,region_id,country_id
2022-05-05 00:00:00,0.088689,0.243574,0.001722,0.14951,0.0,0.000853,0.484348,0.006697,0.383603,0.048039,0.0015,0.439839,0.073267,0.002546,continental,pt
2022-05-05 01:00:00,0.09087,0.270047,0.001233,0.162536,0.0,0.000776,0.525462,0.006321,0.372234,0.047194,0.001481,0.42723,0.044468,0.00284,continental,pt
2022-05-05 02:00:00,0.08545,0.371287,0.0,0.148946,0.0,0.0,0.605683,0.0,0.328885,0.0,0.0,0.328885,0.06285,0.002583,continental,pt
2022-05-05 03:00:00,0.078674,0.369409,0.0,0.142971,0.0,0.0,0.591054,0.0,0.31889,0.0,0.0,0.31889,0.08746,0.002596,continental,pt
2022-05-05 04:00:00,0.073626,0.378389,0.0,0.115019,0.0,0.0,0.567034,0.0,0.298168,0.0,0.0,0.298168,0.132601,0.002198,continental,pt
2022-05-05 05:00:00,0.063214,0.353386,0.000965,0.095866,0.0,0.0,0.513431,0.0,0.264597,0.0,0.0,0.264597,0.220042,0.00193,continental,pt
2022-05-05 06:00:00,0.055938,0.357717,0.01922,0.075875,0.0,0.0,0.50875,0.0,0.238669,0.0,0.0,0.238669,0.250861,0.001721,continental,pt
2022-05-05 07:00:00,0.058393,0.343955,0.07059,0.053972,0.0,0.0,0.52691,0.0,0.252478,0.0,0.0,0.252478,0.218783,0.00183,continental,pt
2022-05-05 08:00:00,0.065724,0.288048,0.170288,0.057104,0.0,0.000445,0.581609,0.003735,0.27942,0.025705,0.000839,0.309699,0.106724,0.001968,continental,pt
2022-05-05 09:00:00,0.070235,0.184904,0.268895,0.070981,0.0,0.000966,0.595981,0.008327,0.291433,0.0542,0.00169,0.35565,0.046374,0.001998,continental,pt
2022-05-05 10:00:00,0.068267,0.145494,0.303303,0.068746,0.0,0.001047,0.586857,0.009119,0.287302,0.059243,0.00183,0.357494,0.053698,0.001952,continental,pt
2022-05-05 11:00:00,0.070256,0.127499,0.305465,0.067987,0.0,0.001053,0.57226,0.008462,0.287806,0.057922,0.001713,0.355903,0.069816,0.002021,continental,pt
2022-05-05 12:00:00,0.07232,0.108544,0.332169,0.09145,0.0,0.001317,0.6058,0.010128,0.285879,0.070441,0.001923,0.368371,0.02374,0.002091,continental,pt
2022-05-05 13:00:00,0.072314,0.093405,0.333671,0.118162,0.0,0.001383,0.618935,0.010834,0.257626,0.0774,0.002113,0.347973,0.031034,0.002058,continental,pt
2022-05-05 14:00:00,0.073811,0.079622,0.329249,0.135971,0.0,0.001398,0.620051,0.010549,0.26738,0.079727,0.002268,0.359924,0.017976,0.002048,continental,pt
2022-05-05 15:00:00,0.073574,0.071348,0.289223,0.158696,0.0,0.001408,0.594249,0.010099,0.291927,0.078077,0.002208,0.382311,0.021418,0.002024,continental,pt
2022-05-05 16:00:00,0.073338,0.099214,0.223709,0.187314,0.0,0.001206,0.584781,0.008076,0.283135,0.065748,0.002033,0.358992,0.054179,0.002047,continental,pt
2022-05-05 17:00:00,0.069587,0.143045,0.124453,0.205337,0.0,0.000909,0.543331,0.006165,0.314064,0.049584,0.001638,0.371451,0.083197,0.002022,continental,pt
2022-05-05 18:00:00,0.061601,0.297812,0.019664,0.142459,0.0,5.4e-05,0.52159,0.000398,0.282497,0.002827,9.3e-05,0.285815,0.190708,0.001887,continental,pt
2022-05-05 19:00:00,0.054678,0.36848,0.000699,0.121801,0.0,0.0,0.545658,0.0,0.248776,0.0,0.0,0.248776,0.203888,0.001678,continental,pt
2022-05-05 20:00:00,0.057357,0.376998,0.0,0.124101,0.0,0.0,0.558456,0.0,0.242775,0.0,0.0,0.242775,0.197007,0.00176,continental,pt
2022-05-05 21:00:00,0.067535,0.274933,0.002023,0.161167,0.0,0.000383,0.506041,0.003086,0.286508,0.020001,0.00066,0.310255,0.181714,0.001993,continental,pt
2022-05-05 22:00:00,0.073005,0.259669,0.001307,0.160704,0.0,0.00026,0.494945,0.00225,0.310944,0.013945,0.000446,0.327585,0.175273,0.002196,continental,pt
2022-05-05 23:00:00,0.077757,0.263421,0.000676,0.146004,0.0,0.000133,0.487991,0.001133,0.323336,0.007257,0.000232,0.331958,0.177504,0.002546,continental,pt
