timestamp,renewable_biomass,renewable_hydro,renewable_solar,renewable_wind,renewable_geothermal,renewable_otherrenewable,renewable,nonrenewable_coal,nonrenewable_gas,nonrenewable_nuclear,nonrenewable_oil,nonrenewable,hydropumpedstorage,unknown,region_id,country_id
2022-07-24 00:00:00,0.095469,0.064446,0.007012,0.130488,0.0,0.001212,0.298627,0.017701,0.555175,0.095449,0.00084,0.669165,0.0257,0.006504,continental,pt
2022-07-24 01:00:00,0.098714,0.053453,0.006714,0.13271,0.0,0.001295,0.292886,0.019403,0.576021,0.104332,0.000828,0.700584,0.0,0.00653,continental,pt
2022-07-24 02:00:00,0.100722,0.049493,0.006112,0.136517,0.0,0.00126,0.294104,0.018848,0.577741,0.101642,0.000762,0.698993,0.0,0.006902,continental,pt
2022-07-24 03:00:00,0.10389,0.0381,0.005914,0.132797,0.0,0.001339,0.28204,0.01895,0.58924,0.102104,0.000765,0.711059,0.0,0.006901,continental,pt
2022-07-24 04:00:00,0.102889,0.027124,0.005442,0.127096,0.0,0.001427,0.263978,0.020198,0.599381,0.108831,0.000815,0.729225,0.0,0.006798,continental,pt
2022-07-24 05:00:00,0.10586,0.026241,0.009121,0.133459,0.0,0.001454,0.276135,0.020393,0.585824,0.109682,0.000869,0.716768,0.0,0.007096,continental,pt
2022-07-24 06:00:00,0.101027,0.021861,0.067365,0.119783,0.0,0.001402,0.311438,0.020283,0.55151,0.109227,0.000819,0.681839,0.0,0.006721,continental,pt
2022-07-24 07:00:00,0.081529,0.025192,0.17225,0.109854,0.0,0.001475,0.3903,0.021177,0.468566,0.113669,0.000852,0.604264,0.0,0.005431,continental,pt
2022-07-24 08:00:00,0.074373,0.025877,0.249121,0.099748,0.0,0.001382,0.450501,0.019661,0.418826,0.105196,0.000774,0.544457,0.0,0.005044,continental,pt
2022-07-24 09:00:00,0.0749,0.019997,0.276167,0.096163,0.0,0.001305,0.468532,0.017951,0.411749,0.096102,0.000666,0.526468,0.0,0.004999,continental,pt
2022-07-24 10:00:00,0.075908,0.01617,0.290382,0.094247,0.0,0.001218,0.477925,0.017722,0.403821,0.094671,0.000712,0.516926,0.0,0.005147,continental,pt
2022-07-24 11:00:00,0.075402,0.016064,0.299919,0.107712,0.0,0.001153,0.50025,0.016749,0.38776,0.089559,0.000674,0.494742,0.0,0.005008,continental,pt
2022-07-24 12:00:00,0.074461,0.015928,0.28997,0.132791,0.0,0.001092,0.514242,0.016042,0.378381,0.085741,0.000633,0.480797,0.0,0.004962,continental,pt
2022-07-24 13:00:00,0.06908,0.014764,0.291657,0.157703,0.0,0.001056,0.53426,0.015379,0.360389,0.084816,0.00059,0.461174,0.0,0.004568,continental,pt
2022-07-24 14:00:00,0.067025,0.014564,0.274267,0.189344,0.0,0.001017,0.546217,0.015024,0.350095,0.083593,0.000581,0.449293,0.0,0.004491,continental,pt
2022-07-24 15:00:00,0.065361,0.014341,0.242644,0.219901,0.0,0.000993,0.54324,0.014868,0.35226,0.084684,0.000588,0.4524,0.0,0.004361,continental,pt
2022-07-24 16:00:00,0.065236,0.022506,0.207743,0.230614,0.0,0.001,0.527099,0.01466,0.351792,0.08228,0.000572,0.449304,0.01925,0.004346,continental,pt
2022-07-24 17:00:00,0.076868,0.017613,0.142838,0.254615,0.0,0.000896,0.49283,0.013428,0.3979,0.07368,0.000512,0.48552,0.016641,0.005008,continental,pt
2022-07-24 18:00:00,0.080194,0.055254,0.064691,0.248376,0.0,0.000915,0.44943,0.013495,0.435747,0.073581,0.000553,0.523376,0.021834,0.005359,continental,pt
2022-07-24 19:00:00,0.073153,0.168715,0.005934,0.213982,0.0,0.000228,0.462012,0.003278,0.313298,0.017954,0.000156,0.334686,0.198561,0.00474,continental,pt
2022-07-24 20:00:00,0.067593,0.16992,0.000214,0.22197,0.0,4.3e-05,0.45974,0.000618,0.272576,0.003382,2.8e-05,0.276604,0.259289,0.004365,continental,pt
2022-07-24 21:00:00,0.074239,0.1238,0.0009,0.252039,0.0,0.000228,0.451206,0.003358,0.323249,0.018317,0.000159,0.345083,0.19893,0.00478,continental,pt
2022-07-24 22:00:00,0.083496,0.052093,0.001649,0.301204,0.0,0.00046,0.438902,0.006685,0.37592,0.036597,0.000317,0.419519,0.136252,0.005328,continental,pt
2022-07-24 23:00:00,0.088362,0.044603,0.002433,0.361811,0.0,0.00071,0.497919,0.010722,0.424828,0.058484,0.000465,0.494499,0.001949,0.005634,continental,pt
