timestamp,renewable_biomass,renewable_hydro,renewable_solar,renewable_wind,renewable_geothermal,renewable_otherrenewable,renewable,nonrenewable_coal,nonrenewable_gas,nonrenewable_nuclear,nonrenewable_oil,nonrenewable,hydropumpedstorage,unknown,region_id,country_id
2022-09-14 00:00:00,0.062869,0.07198,5e-06,0.539146,0.0,9.3e-05,0.674093,0.001163,0.312113,0.008182,0.000113,0.321571,0.0,0.004333,continental,pt
2022-09-14 01:00:00,0.064898,0.051665,6e-06,0.524098,0.0,0.000113,0.64078,0.001389,0.343434,0.00979,0.000136,0.354749,0.0,0.00447,continental,pt
2022-09-14 02:00:00,0.068781,0.051956,8e-06,0.493716,0.0,0.00016,0.614621,0.001965,0.36467,0.013818,0.000192,0.380645,0.0,0.004735,continental,pt
2022-09-14 03:00:00,0.071901,0.069003,2e-06,0.450386,0.0,4e-05,0.591332,0.000485,0.400163,0.003411,4.7e-05,0.404106,0.0,0.004565,continental,pt
2022-09-14 04:00:00,0.06723,0.076937,0.0,0.422794,0.0,0.0,0.566961,0.0,0.428905,0.0,0.0,0.428905,0.0,0.004134,continental,pt
2022-09-14 05:00:00,0.061966,0.103386,0.0,0.373274,0.0,0.0,0.538626,0.0,0.456936,0.0,0.0,0.456936,0.0,0.004438,continental,pt
2022-09-14 06:00:00,0.060504,0.139048,0.003831,0.323754,0.0,0.0,0.527137,0.0,0.46855,0.0,0.0,0.46855,0.00016,0.004151,continental,pt
2022-09-14 07:00:00,0.055473,0.167754,0.025215,0.27351,0.0,0.0,0.521952,0.0,0.433403,0.0,0.0,0.433403,0.040641,0.004005,continental,pt
2022-09-14 08:00:00,0.058827,0.155388,0.048861,0.273151,0.0,1.6e-05,0.536243,0.000194,0.447564,0.001367,2.6e-05,0.449151,0.010559,0.004046,continental,pt
2022-09-14 09:00:00,0.057922,0.13698,0.073522,0.258403,0.0,6.1e-05,0.526888,0.000739,0.442256,0.005257,8.4e-05,0.448336,0.020922,0.003852,continental,pt
2022-09-14 10:00:00,0.055302,0.098288,0.109884,0.256393,0.0,0.000263,0.52013,0.003144,0.422791,0.022465,0.000324,0.448724,0.027605,0.003541,continental,pt
2022-09-14 11:00:00,0.05684,0.077589,0.134464,0.252898,0.0,0.000473,0.522264,0.005201,0.431136,0.03726,0.000538,0.474135,0.0,0.003602,continental,pt
2022-09-14 12:00:00,0.058788,0.049809,0.151975,0.238345,0.0,0.000594,0.499511,0.00667,0.441301,0.048386,0.000698,0.497055,0.0,0.003433,continental,pt
2022-09-14 13:00:00,0.056405,0.053655,0.150542,0.235301,0.0,0.000704,0.496607,0.007786,0.435738,0.056072,0.000785,0.500381,0.0,0.003011,continental,pt
2022-09-14 14:00:00,0.058189,0.051365,0.149832,0.221058,0.0,0.00082,0.481264,0.008586,0.444076,0.061787,0.000883,0.515332,0.0,0.003404,continental,pt
2022-09-14 15:00:00,0.062392,0.056378,0.133343,0.22951,0.0,0.000774,0.482397,0.007933,0.447955,0.057132,0.000832,0.513852,0.0,0.003749,continental,pt
2022-09-14 16:00:00,0.062939,0.091599,0.10024,0.220484,0.0,0.000904,0.476166,0.00916,0.443471,0.06601,0.001151,0.519792,0.0,0.004044,continental,pt
2022-09-14 17:00:00,0.0615,0.171185,0.038434,0.184806,0.0,0.000473,0.456398,0.004839,0.442655,0.034909,0.000739,0.483142,0.056328,0.004131,continental,pt
2022-09-14 18:00:00,0.057984,0.157127,0.003514,0.153546,0.0,8.2e-05,0.372253,0.000809,0.417334,0.005824,0.000129,0.424096,0.199763,0.003886,continental,pt
2022-09-14 19:00:00,0.057482,0.177363,2e-06,0.140477,0.0,1e-06,0.375325,1.2e-05,0.430524,9e-05,2e-06,0.430628,0.190194,0.003852,continental,pt
2022-09-14 20:00:00,0.06209,0.180771,0.000172,0.139963,0.0,0.000118,0.383114,0.001221,0.491379,0.00878,0.000192,0.501572,0.111414,0.003901,continental,pt
2022-09-14 21:00:00,0.06891,0.191598,0.000866,0.156373,0.0,0.000573,0.41832,0.006142,0.503045,0.044235,0.00091,0.554332,0.022812,0.004536,continental,pt
2022-09-14 22:00:00,0.070292,0.180507,0.000846,0.156496,0.0,0.000593,0.408734,0.006429,0.527501,0.0463,0.000906,0.581136,0.005099,0.005032,continental,pt
2022-09-14 23:00:00,0.076273,0.157188,0.000451,0.179029,0.0,0.000608,0.413549,0.006589,0.526069,0.047446,0.000929,0.581033,0.0,0.005419,continental,pt
