timestamp,renewable_biomass,renewable_hydro,renewable_solar,renewable_wind,renewable_geothermal,renewable_otherrenewable,renewable,nonrenewable_coal,nonrenewable_gas,nonrenewable_nuclear,nonrenewable_oil,nonrenewable,hydropumpedstorage,unknown,region_id,country_id
2022-02-14 00:00:00,0.070549,0.035399,0.00014,0.615618,0.0,0.001433,0.723139,0.008816,0.150616,0.110447,0.002726,0.272605,0.0,0.004255,continental,pt
2022-02-14 01:00:00,0.072787,0.021774,0.000147,0.6415,0.0,0.001366,0.737574,0.007445,0.143955,0.104147,0.002585,0.258132,0.0,0.004294,continental,pt
2022-02-14 02:00:00,0.076108,0.029273,0.000131,0.619316,0.0,0.001386,0.726214,0.007308,0.156449,0.103443,0.002057,0.269257,0.0,0.00453,continental,pt
2022-02-14 03:00:00,0.075527,0.023077,0.00015,0.623601,0.0,0.001411,0.723766,0.007236,0.155892,0.106504,0.002192,0.271824,0.0,0.004408,continental,pt
2022-02-14 04:00:00,0.076154,0.022934,0.000145,0.618235,0.0,0.001346,0.718814,0.007408,0.164105,0.102646,0.002561,0.27672,0.0,0.004468,continental,pt
2022-02-14 05:00:00,0.081363,0.036112,0.000123,0.588327,0.0,0.00109,0.707015,0.007448,0.191194,0.086918,0.002242,0.287802,0.000347,0.004835,continental,pt
2022-02-14 06:00:00,0.083329,0.076908,6.2e-05,0.527762,0.0,0.000593,0.688654,0.00454,0.231817,0.044303,0.001199,0.281859,0.02406,0.005428,continental,pt
2022-02-14 07:00:00,0.070598,0.069743,0.002735,0.386154,0.0,0.0,0.52923,0.0,0.276923,0.0,0.0,0.276923,0.189231,0.004615,continental,pt
2022-02-14 08:00:00,0.063338,0.073465,0.046977,0.334058,0.0,0.000271,0.518109,0.002362,0.295052,0.019614,0.00055,0.317578,0.160245,0.004065,continental,pt
2022-02-14 09:00:00,0.063251,0.048187,0.140414,0.352572,0.0,0.000732,0.605156,0.006251,0.311015,0.051924,0.001464,0.370654,0.020833,0.003355,continental,pt
2022-02-14 10:00:00,0.060522,0.041317,0.180557,0.35838,0.0,0.000894,0.64167,0.007267,0.285913,0.060394,0.001702,0.355276,0.0,0.003054,continental,pt
2022-02-14 11:00:00,0.059469,0.026806,0.194392,0.380946,0.0,0.000941,0.662554,0.008125,0.256581,0.06744,0.001901,0.334047,0.0,0.003401,continental,pt
2022-02-14 12:00:00,0.059899,0.020797,0.18966,0.409136,0.0,0.001035,0.680527,0.008352,0.235479,0.069327,0.001954,0.315112,0.000619,0.003742,continental,pt
2022-02-14 13:00:00,0.057554,0.019075,0.182879,0.426717,0.0,0.0011,0.687325,0.008088,0.22788,0.070984,0.00199,0.308942,0.0,0.003733,continental,pt
2022-02-14 14:00:00,0.058428,0.019202,0.183112,0.416247,0.0,0.001125,0.678114,0.0075,0.23728,0.071258,0.002008,0.318046,0.0,0.003839,continental,pt
2022-02-14 15:00:00,0.05864,0.021754,0.155766,0.43062,0.0,0.001181,0.667961,0.007717,0.237429,0.074829,0.002087,0.322062,0.006174,0.003802,continental,pt
2022-02-14 16:00:00,0.062058,0.027638,0.100875,0.428998,0.0,0.00098,0.620549,0.006813,0.299572,0.062072,0.00174,0.370197,0.005484,0.00377,continental,pt
2022-02-14 17:00:00,0.06511,0.086275,0.024354,0.361179,0.0,0.000542,0.53746,0.004205,0.341198,0.034948,0.000985,0.381336,0.077068,0.004138,continental,pt
2022-02-14 18:00:00,0.058766,0.14072,0.000704,0.286172,0.0,0.000301,0.486663,0.002266,0.301442,0.01877,0.000526,0.323004,0.186434,0.003899,continental,pt
2022-02-14 19:00:00,0.057241,0.146565,0.000669,0.287446,0.0,0.000578,0.492499,0.004342,0.303618,0.03597,0.001013,0.344943,0.158977,0.003582,continental,pt
2022-02-14 20:00:00,0.060024,0.104766,0.000553,0.316955,0.0,0.000836,0.483134,0.00624,0.330398,0.051643,0.001455,0.389736,0.123321,0.003812,continental,pt
2022-02-14 21:00:00,0.066141,0.070857,0.000684,0.354923,0.0,0.001357,0.493962,0.010498,0.375712,0.086769,0.002444,0.475423,0.026546,0.004067,continental,pt
2022-02-14 22:00:00,0.07097,0.069899,0.000203,0.344389,0.0,0.001488,0.486949,0.01161,0.382236,0.096113,0.002693,0.492652,0.016131,0.004268,continental,pt
2022-02-14 23:00:00,0.077894,0.047693,0.0,0.348991,0.0,0.00141,0.475988,0.012217,0.398882,0.101125,0.002734,0.514958,0.004193,0.004862,continental,pt
